"Customer Name","PO Number","SKU Code","Facility Name","Facility Location","PO Date","PO Expiry Date",HSN,"Item Code",Description,GST,"Basic Rate","Product Basic Rate","Basic Rate Confirmation","Net Landing Rate","Product Net Landing Rate","Net Landing Rate Confirmation",MRP,"Product MRP","MRP Confirmation","Case Pack Quantity","PO Quantity","Available Quantity","Unavailable Quantity","Warehouse Allocation",Reason
khushi,8693357093003,IV023494Y,khushi-banglore,"402, Parvati Block 1, Sri Tirumala Sarovar Apartment Singasandra, Hosur Road, ",01-08-2025,01-09-2025,70139900,10160815,"Pasabahce Pack Of 6 Karat Whisky Glass (Glass, 300 Ml, Transparent)",12,296.47,0,Incorrect,332.05,0.00,Incorrect,589,589,Correct,96,100,100,0,"Baroda Warehouse 1 - PO Qty: 100, Available: 100, Unavailable: 0",
khushi,8693357093003,IV024896N,khushi-banglore,"402, Parvati Block 1, Sri Tirumala Sarovar Apartment Singasandra, Hosur Road, ",01-08-2025,31-08-2025,70139900,10160822,"Soogo 6 Pcs 60Ml Bella Shot Glasses - Transparent",18,296.47,0,Incorrect,349.83,0.00,Incorrect,467,467,Correct,12,100,100,0,"Baroda Warehouse 1 - PO Qty: 100, Available: 100, Unavailable: 0",
khushi,8693357093003,IV052499N,khushi-banglore,"3 Anmol Appt,1st Road, T.P.S-III",01-08-2025,31-08-2025,70208100,10117067,"Neelam Stainless Steel Oil Dispenser (1L, Silver)",18,298.47,0,Incorrect,352.19,0.00,Incorrect,406,406,Correct,54,100,100,0,"Baroda Warehouse 1 - PO Qty: 100, Available: 100, Unavailable: 0",
khushi,8693357093003,IV053765R,khushi-banglore,"403, Parvati Block 1, Sri Tirumala Sarovar Apartment Singasandra, Hosur Road, ",01-08-2025,01-09-2025,70139900,10160815,"Yera Glass Jar (Pack Of 2, Transparent, Blue)",18,402.45,0,Incorrect,474.89,0.00,Incorrect,471,471,Correct,48,100,100,0,"Baroda Warehouse 1 - PO Qty: 100, Available: 100, Unavailable: 0",
khushi,8693357093003,IV057481G,khushi-banglore,"3 Anmol Appt,1st Road, T.P.S-III",01-08-2025,31-08-2025,70263900,10209138,"Ocean 6 Pieces Pyramid Whiskey Glass (Glass, 370Ml, Transparent)",18,296.47,0,Incorrect,349.83,0.00,Incorrect,527,527,Correct,90,100,100,0,"Baroda Warehouse 1 - PO Qty: 100, Available: 100, Unavailable: 0",
khushi,8693357093003,IV062144B,khushi-banglore,"3 Anmol Appt,1st Road, T.P.S-III",01-08-2025,31-08-2025,70139900,10160822,"Iveo Solid Tumbler 300Ml- Yellow",18,298.47,0,Incorrect,352.19,0.00,Incorrect,560,560,Correct,30,100,100,0,"Baroda Warehouse 1 - PO Qty: 100, Available: 100, Unavailable: 0",
khushi,8693357093003,IV132229X,khushi-banglore,"404, Parvati Block 1, Sri Tirumala Sarovar Apartment Singasandra, Hosur Road, ",01-08-2025,31-08-2025,70294900,10125019,"Jar Bottle.",18,253.87,0,Incorrect,299.57,0.00,Incorrect,120,120,Correct,48,100,100,0,"Baroda Warehouse 1 - PO Qty: 100, Available: 100, Unavailable: 0",
khushi,8693357093003,IV202569U,khushi-banglore,"404, Parvati Block 1, Sri Tirumala Sarovar Apartment Singasandra, Hosur Road, ",01-08-2025,31-08-2025,70208100,10117067,"Sanjeev Kapoor 6 Pieces Infinity White Wine Glass (Glass, 195Ml, Transparent)",12,253.87,0,Incorrect,284.33,0.00,Incorrect,187,187,Correct,90,100,100,0,"Baroda Warehouse 1 - PO Qty: 100, Available: 100, Unavailable: 0",
khushi,8693357093003,IV206658V,khushi-banglore,"402, Parvati Block 1, Sri Tirumala Sarovar Apartment Singasandra, Hosur Road, ",01-08-2025,01-09-2025,70139900,10160815,"Pasabahce Pack Of 6 Karat Whisky Glass (Glass, 300 Ml, Transparent)",12,296.47,0,Incorrect,332.05,0.00,Incorrect,518,518,Correct,90,100,100,0,"Baroda Warehouse 1 - PO Qty: 100, Available: 100, Unavailable: 0",
khushi,8693357093003,IV215482W,khushi-banglore,"402, Parvati Block 1, Sri Tirumala Sarovar Apartment Singasandra, Hosur Road, ",01-08-2025,31-08-2025,70139900,10160822,"Soogo 6 Pcs 60Ml Bella Shot Glasses - Transparent",18,296.47,0,Incorrect,349.83,0.00,Incorrect,102,102,Correct,24,100,100,0,"Baroda Warehouse 1 - PO Qty: 100, Available: 100, Unavailable: 0",
